"co_code","bsecode","nsesymbol","companyname","companyshortname","categoryname","isin","bsegroup","mcap","mcaptype","displaytype","sectorcode","sectorname","industrycode","industryname","bselistedflag","nselistedflag","BSEStatus","NSEStatus"
"968","522034","SHANTIGEAR","Shanthi Gears Ltd","Shanthi Gears","Company","INE631A01022","B","3569.97","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000127","Engineering - Light - Gears","Y","Y","Active","Active"
"986","507878","UNITECH","Unitech Ltd","Unitech","Company","INE694A01020","B","1054.37","Small Cap","MAN","00000051","Realty","00000079","Construction - Housing - Medium / Small","Y","Y","Active","Active"
"1028","522064","HONDAPOWER","Honda India Power Products Ltd","Honda India","Company","INE634A01018","B","2094.01","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000100","Electric Equipment - Gensets / Turbines","Y","Y","Active","Active"
"1167","500945","VALUEIND","Value Industries Ltd","Value Industries","Company","INE352A01017","Z","8.9","Small Cap","MAN","00000017","Consumer Durables","00000091","Domestic Appliances - White Goods","Y","Y","Suspended","Suspended"
"1311","500282","MODTHREAD","Modern Threads (I) Ltd","Modern Threads","Company","INE794W01014","B","199.09","Small Cap","MAN","00000062","Textiles","00000306","Textiles - Spinning - Synthetic / Blended","Y","Y","Active","Active"
"1333","520075","undefined","Samkrg Pistons & Rings Ltd","Samkrg Pistons","Company","INE706B01012","X","115.48","Small Cap","MAN","00000004","Auto Ancillaries","00000016","Auto Ancillaries - Engine Parts","Y","N","Active","Not Listed"
"1085","517159","TELEPHNCAB","Telephone Cables Ltd","Telephone Cables","Company","INE745C01018","XT","1.6799999475479126","Small Cap","MAN","00000007","Cables","00000040","Cables - Telephone","Y","N","Suspended","Delisted"
"1268","504643","undefined","BWL Ltd","BWL","Company","INE1LKO01015","Y","17.76","Small Cap","MAN","00000057","Steel","00000278","Steel - Wires","Y","N","Suspended","Not Listed"
"1431","511082","undefined","Maa Jagdambe Tradelinks Ltd","Maa Jagdambe","Company","INE403N01029","XT","552.5","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"1452","509917","undefined","Technojet Consultants Ltd","Technojet Cons.","Company","INE881P01013","XT","1.99","Small Cap","MAN","00000039","Capital Goods - Electrical Equipment","00000329","Miscellaneous - Medium / Small","Y","N","Active","Not Listed"
"1695","507912","GYFTR","GYFTR Ltd","GYFTR","Company","INE724A01017","B","1222.02","Small Cap","FIN","00000026","Finance","00000138","Finance - Small","Y","Y","Active","Active"
"1945","590065","IMPAL","India Motor Parts & Accessories Ltd","India Motor Part","Company","INE547E01014","B","1364","Small Cap","MAN","00000004","Auto Ancillaries","00000032","Auto Ancillaries - Trading","Y","Y","Active","Active"
"1948","523351","undefined","Standard Shoe Sole & Mould India Ltd","Standard Shoe","Company","INE888N01013","P","8.6","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"2031","523373","undefined","Mini Diamonds (India) Ltd","Mini Diamonds(I)","Company","INE281E01028","X","119.26","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000087","Diamond Cutting / Jewellery - Medium / Small","Y","N","Active","Not Listed"
"2076","512485","undefined","Dhanlaxmi Cotex Ltd","Dhanlaxmi Cotex","Company","INE977F01010","XT","70.63","Small Cap","MAN","00000062","Textiles","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"2094","507938","undefined","Manipal Finance Corporation Ltd","Manipal Fin. Cor","Company","INE798E01013","P","12.78","Small Cap","FIN","00000026","Finance","00000138","Finance - Small","Y","N","Active","Not Listed"
"2157","518017","undefined","Bheema Cements Ltd","Bheema Cements","Company","INE333H01020","Z","52.67","Small Cap","MAN","00000011","Cement","00000047","Cement - Mini - South India","Y","N","Suspended","Not Listed"
"2198","521018","MARALOVER","Maral Overseas Ltd","Maral Overseas","Company","INE882A01013","B","232.87","Small Cap","MAN","00000062","Textiles","00000294","Textiles - Cotton Yarn - 100% EOUs","Y","Y","Active","Active"
"2226","522113","TIMKEN","Timken India Ltd","Timken India","Company","INE325A01013","A","23540.83","Small Cap","MAN","00000066","Bearings","00000035","Bearings - Large","Y","Y","Active","Active"
"2289","524316","undefined","Hindustan Photo Films Manufacturing Company Ltd","Hind.Photo Films","Company","undefined","undefined","undefined","undefined","MAN","00000027","FMCG","00000231","Photographic And Allied Products","Y","N","Suspended","Not Listed"
"2301","590024","FACT","Fertilizers & Chemicals Travancore Ltd","F A C T","Company","INE188A01015","B","50672.21","Mid Cap","MAN","00000025","Fertilizers","00000135","Fertilizers - Nitrogenous / Phosphatic","Y","Y","Active","Active"
"2549","523489","undefined","Chennai Meenakshi Multispeciality Hospital Ltd","Chennai Meena","Company","INE889F01017","X","26.93","Small Cap","MAN","00000030","Healthcare","00000167","Hospitals / Medical Services","Y","N","Active","Not Listed"
"2981","506166","undefined","Apis India Ltd","Apis India","Company","INE070K01014","B","751.02","Small Cap","MAN","00000027","FMCG","00000157","Food - Processing - Others","Y","N","Active","Not Listed"
"2983","513430","undefined","Maitri Enterprises Ltd","Maitri Enterp.","Company","INE501L01024","XT","20.28","Small Cap","MAN","00000021","Diversified","00000332","Diversified - Medium / Small","Y","N","Active","Not Listed"
"3006","526009","undefined","Procal Electronics India Ltd","Procal Electroni","Company","INE700B01015","Z","0.35","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"3076","524366","undefined","Claro India Ltd","Claro India","Company","undefined","Y","undefined","undefined","MAN","00000014","Chemicals","00000052","Chemicals - Organic - Medium / Small","Y","N","Suspended","Not Listed"
"3129","527007","ATCOM","Atcom Technologies Ltd","Atcom Technolog","Company","INE834A01014","T","4.89","Small Cap","MAN","00000017","Consumer Durables","00000118","Electronics - Others","Y","N","Suspended","Delisted"
"81","502761","BLUEBLENDS","Blue Blends (India) Ltd","Blue Blends (I)","Company","INE113O01014","Z","2.1","Small Cap","MAN","00000062","Textiles","00000303","Textiles - Texturising","Y","Y","Suspended","Suspended"
"100","500078","OAL","Oriental Aromatics Ltd","Oriental Aromat.","Company","INE959C01023","B","1140.69","Small Cap","MAN","00000014","Chemicals","00000051","Chemicals - Organic - Large","Y","Y","Active","Active"
"103","513375","CARBORUNIV","Carborundum Universal Ltd","Carborundum Uni.","Company","INE120A01034","A","22234.84","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000001","Abrasives and Grinding Wheels","Y","Y","Active","Active"
"204","532163","SAREGAMA","Saregama India Ltd","Saregama India","Company","INE979A01025","A","9772.55","Small Cap","MAN","00000024","Entertainment","00000340","Entertainment - Content Providers","Y","Y","Active","Active"
"284","523457","LINDEINDIA","Linde India Ltd","Linde India","Company","INE473A01011","A","56915.87","Mid Cap","MAN","00000014","Chemicals","00000174","Industrial Gas","Y","Y","Active","Active"
"298","501301","TATAINVEST","Tata Investment Corporation Ltd","Tata Inv.Corpn.","Company","INE672A01026","A","32755.39","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","Y","Active","Active"
"543","503816","undefined","Swadeshi Polytex Ltd","Swadeshi Polytex","Company","INE243N01029","X","140.95","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"628","505650","undefined","Skyline Millars Ltd","Skyline Millars","Company","INE178E01026","X","57.52","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"695","503101","MARATHON","Marathon Nextgen Realty Ltd","Marathon Nextgen","Company","INE182D01020","B","2376.41","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","Y","Active","Active"
"874","501430","undefined","Bombay Cycle & Motor Agency Ltd","Bombay Cycle","Company","INE691K01017","X","64.38","Small Cap","HOTEL","00000031","Hospitality","00000170","Hotels - Small","Y","N","Active","Not Listed"
"957","514028","undefined","Rajkamal Synthetics Ltd","Rajkamal Synth.","Company","INE376L01013","X","14.08","Small Cap","MAN","00000062","Textiles","00000304","Textiles - Weaving","Y","N","Active","Not Listed"
"1223","511196","CANFINHOME","Can Fin Homes Ltd","Can Fin Homes","Company","INE477A01020","A","11034.52","Small Cap","FIN","00000026","Finance","00000141","Finance - Housing - Large","Y","Y","Active","Active"
"1322","509220","PTL","PTL Enterprises Ltd","PTL Enterprises","Company","INE034D01049","B","506.47","Small Cap","MAN","00000039","Tyres","00000329","Miscellaneous - Medium / Small","Y","Y","Active","Active"
"1419","511194","ICDSLTD","ICDS Ltd","ICDS","Company","INE613B01010","B","55.36","Small Cap","MAN","00000021","Diversified","00000332","Diversified - Medium / Small","Y","Y","Active","Active"
"1508","522014","UNIDT","United Drilling Tools Ltd","United Drilling","Company","INE961D01019","T","462.3","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000188","Machine Tools - Others","Y","Y","Active","Active"
"1668","501421","TECHNVISN","TechNVision Ventures Ltd","Technvision Ven.","Company","INE314H01012","B","3116.42","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"1682","506863","undefined","Swadeshi Industries & Leasing Ltd","Swadeshi Inds","Company","INE716M01034","X","185.07","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"1716","512147","undefined","Kajal Synthetics & Silk Mills Ltd","Kajal Syn & Silk","Company","INE956V01011","XT","0.46","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Active","Not Listed"
"1903","521184","PRECOT","Precot Ltd","Precot","Company","INE283A01014","Z","836.82","Small Cap","MAN","00000062","Textiles","00000292","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","N","Y","Delisted","Active"
"1927","500250","LGBBROSLTD","L G Balakrishnan & Bros Ltd","L G Balakrishnan","Company","INE337A01034","A","5129.74","Small Cap","MAN","00000004","Auto Ancillaries","00000035","Bearings - Large","Y","Y","Active","Active"
"6","500410","ACC","ACC Ltd","ACC","Company","INE012A01025","A","24556.94","Small Cap","MAN","00000011","Cement","00000044","Cement - Major - North India","Y","Y","Active","Active"
"39","506820","ASTRAZEN","Astrazeneca Pharma India Ltd","Astrazeneca Phar","Company","INE203A01020","A","18526.25","Small Cap","MAN","00000046","Pharmaceuticals","00000228","Pharmaceuticals - Multinational","Y","Y","Active","Active"
"53","500033","FORCEMOT","Force Motors Ltd","Force Motors","Company","INE451A01017","A","23423.44","Small Cap","MAN","00000005","Automobile","00000011","Automobiles - LCVs/HCVs","Y","Y","Active","Active"
"84","501425","BBTC","The Bombay Burmah Trading Corporation Ltd","The Bombay Burmah","Company","INE050A01025","A","9952.96","Small Cap","MAN","00000004","Auto Ancillaries","00000026","Auto Ancillaries - Electrical","Y","Y","Active","Active"
"190","509557","GARFIBRES","Garware Technical Fibres Ltd","Garware Tech.","Company","INE276A01018","A","7961.62","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","Y","Y","Active","Active"
"197","505744","FMGOETZE","Federal-Mogul Goetze (India) Ltd","Federal-Mogul Go","Company","INE529A01010","B","2629.63","Small Cap","MAN","00000004","Auto Ancillaries","00000016","Auto Ancillaries - Engine Parts","Y","Y","Active","Active"
"207","500620","GESHIP","Great Eastern Shipping Company Ltd","GE Shipping Co","Company","INE017A01032","A","18718.92","Small Cap","SHIP","00000056","Shipping","00000253","Shipping - Large","Y","Y","Active","Active"
"217","530001","GUJALKALI","Gujarat Alkalies & Chemicals Ltd","Gujarat Alkalies","Company","INE186A01019","B","5028.44","Small Cap","MAN","00000014","Chemicals","00000055","Chemicals - Speciality - Large","Y","Y","Active","Active"
"702","520008","RICOAUTO","Rico Auto Industries Ltd","Rico Auto Inds","Company","INE209B01025","B","1758.22","Small Cap","MAN","00000004","Auto Ancillaries","00000031","Auto Ancillaries - Others","Y","Y","Active","Active"
"1131","517174","HONAUT","Honeywell Automation India Ltd","Honeywell Auto","Company","INE671A01010","A","32386.4","Small Cap","MAN","00000076","Electronics","00000114","Electronics - Instrumentation And Process Control","Y","Y","Active","Active"
"1137","505693","undefined","La Tim Metal & Industries Ltd","La Tim Metal & I","Company","INE501N01020","X","139.64","Small Cap","MAN","00000057","Steel","00000260","Steel - Medium / Small","Y","N","Active","Not Listed"
"1263","505672","undefined","Asian Bearing Ltd","Asian Bearing","Company","INE046C01011","XT","2.18","Small Cap","MAN","00000004","Auto Ancillaries","00000036","Bearings - Medium / Small","Y","N","Suspended","Not Listed"
"1336","513097","SBCL","Shivalik Bimetal Controls Ltd","Shivalik Bimetal","Company","INE386D01027","B","5719.52","Small Cap","MAN","00000040","Metal","00000194","Metal - Others","Y","Y","Active","Active"
"1460","508961","undefined","Shricon Industries Ltd","Shricon Indus.","Company","INE753D01010","XT","22.38","Small Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"1549","500453","NIHONIRMAN","Nihon Nirmaan Ltd","Nihon Nirmaan","Company","undefined","G","undefined","undefined","MAN","00000011","Cement","00000044","Cement - Major - North India","Y","N","Suspended","Delisted"
"1651","502473","undefined","Crysdale Industries Ltd","Crysdale Ind","Company","INE0SV601019","ZY","2.18","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"1735","508954","FINKURVE","Finkurve Financial Services Ltd","Finkurve Fin.","Company","INE734I01027","B","1079.11","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","Y","Active","Active"
"1781","533193","KECL","Kirloskar Electric Company Ltd","Kirl. Electric","Company","INE134B01017","B","878.33","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000097","Electric Equipment - General - Large","Y","Y","Active","Active"
"1889","517059","SALZERELEC","Salzer Electronics Ltd","Salzer Electron.","Company","INE457F01013","B","1009.42","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000097","Electric Equipment - General - Large","Y","Y","Active","Active"
"2233","512415","undefined","Mercury Trade Links Ltd","Mercury Trade Li","Company","INE319T01016","X","5.88","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"70","505688","BHARATGEAR","Bharat Gears Ltd","Bharat Gears","Company","INE561C01019","T","155.32","Small Cap","MAN","00000004","Auto Ancillaries","00000019","Auto Ancillaries - Gears","Y","Y","Active","Active"
"148","500125","EIDPARRY","EID Parry (India) Ltd","EID Parry","Company","INE126A01031","A","14171.5","Small Cap","MAN","00000059","Sugar","00000279","Sugar - Integrated","Y","Y","Active","Active"
